instance_address,wasm_hash,u256_rem_euclid,i256_rem_euclid,source_repo,home_domain,contract_functions,contract_events
"CD2FI4AD4MXPA4EPSRVAZRELRFCBKM5QK5NEDRNBH4GEEMO6HACLYQC3","131db85e62b0f7e3683bf4b5a6ae22b801d9acb2effd5cf3d78e9921b77b7c94","TRUE","FALSE","","","__constructor,get_max_swap_fee_fraction,get_router,get_fee_destination,claim_fees,claim_fees_and_swap,swap_chained,swap_chained_strict_receive",""
"CAWICHYVJ77SNJS2FJRZCNUHCMXDT52FZJ5NLD24WTF7TANZ6UDTK62Y","1400833dffad8232baca9f5e0a85320ebf2cb3e8a474842c611d4295ee48e598","TRUE","FALSE","","","init,zap_in,zap_out,quote_zap_in,quote_zap_out,get_factory,get_xlm_address,get_position_manager,get_swap_router,is_initialized","ZapInitializedEvent,ZapInEvent,ZapOutEvent"
"CAVSYFUVF4QHL42QUZ2SOJUDCGTFSVMMFJ6TYRASQDNFKG2WDY5DY2G3","1406b671bc614ce38e22159ad3dff82cb82896a2db9a7fa9bfe4e0f714a4dfa8","FALSE","TRUE","","","__constructor,configure_fees,configure_premium_reserve,check_code_reservation,estimate_initial_deposit,create_bonding_curve,update_token,set_bonding_curve_wasm_hash,set_router_contract,set_swap_pool,set_factory_parameters,feature_fee_address,feature_fee_amount,feature_token,is_token_featured,token_featured_until,set_curve_fee_nominator,get_curve_fee_nominator,kill,unkill,get_reserve_token,get_supply,get_reserve_to_collect,get_supply_percentage,get_amm_router,get_bonding_curve_wasm_hash,is_killed,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CBUNY5LO6DILS45C3ROLTZZSW3QLQF2FFCCF7J7JJVFPXYAHOFVK3GA7","1406b671bc614ce38e22159ad3dff82cb82896a2db9a7fa9bfe4e0f714a4dfa8","FALSE","TRUE","","","__constructor,configure_fees,configure_premium_reserve,check_code_reservation,estimate_initial_deposit,create_bonding_curve,update_token,set_bonding_curve_wasm_hash,set_router_contract,set_swap_pool,set_factory_parameters,feature_fee_address,feature_fee_amount,feature_token,is_token_featured,token_featured_until,set_curve_fee_nominator,get_curve_fee_nominator,kill,unkill,get_reserve_token,get_supply,get_reserve_to_collect,get_supply_percentage,get_amm_router,get_bonding_curve_wasm_hash,is_killed,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CAI7QZDWXURFNRYF4GHO6234446JQ64PIBNJN3BJBA5HFHRQHLTWKILV","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CB43XJHGE23D2VMFO73J6OR6IS2OV3LEYVSWKZY3UJ5CDTEUDWDUSUSD","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CB5GH6CEL6JXIC2NZV7NL7AHUWE34D55UVBW4GZ5RHCPB4YYBMSMR4IG","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CCOUQCMU4MUNLNRWPKX63342G4G7H36BXRY6BA2X6WRKRJYIBOF2OTFW","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CDPV3KM3FYNSEKODQCFWIBDWM6QVMYOHFKANDJ4BMHOLDZBSMYNF5NLF","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CDTC2MNLZVQACCOANKGUZREANPLVU6UUMBWIJYGI5DSTW6LULT6YBLBP","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CDTWTNRFUAA72NYYKDE744DBHNEI5VFTJZFOWDBNQLIEU4EP3JVSNWRO","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CDVQ6J7QYJ7HAXHCCXAAN6GRYLWBDLIOAOPZCEBRLAENO5PMHTCFEHLF","144ef7103d39fb69e93f37300715044c51dbb3ac1e3a2df261a0e5373cd0bea8","TRUE","FALSE","","","__constructor,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,get_oracle_hints,get_oracle_status,mint,get_tick_bitmap_public,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent"
"CCFOJWNABXTK73KM2PONINUDY6LNH5TNBLFZ75XCQABXOLZ5N3ZC6KF2","15941b501495479421f98f08f2a8d98c12b7eb14d66cfd9fb8f497270a336fa8","TRUE","FALSE","","","init_admin,set_pools_plane,get_pools_plane,get_liquidity,version,upgrade,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership",""
"CA6SILNYW5JX4FPN6TCJCG4QDDEWOB5P66YOU5TML3NH7DHXQQ6W4B7B","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CATZLOS4RZ4DQS33GSEI3N777IT35765HZ3KPNARJNGHUIFJNE6I7JAX","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CAVLEOYAW4HYCUXTWNNRJKRTIQVEFKIAGKTRC7KYSEFDVL5PI4S36AVP","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CBC76MXDXOQH57UFSCK3BJKQL4C33OHXAPTNGO44NMHVXULUXLVD3PIF","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CBCWLSQXWCXNZJ4BUM5PMCZEFWWWUALGM3ST6VSPFXPQ4PWW2YKOUQYY","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CBIVYJXN6GWKSE43AN2K2XQPFRE2KVYI5TA5NVLB4H6KGKZQJVLGQDCH","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CBZ6EEFEDXDPKONSCKRNPCNYQHJAYYVYUNXJNY6YKGAT4HB2TPKDYUYC","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCAZRO5722HPCAO5TP4NVZ36ZW2ZJ2LQVRVYPLG2UPFOPA3RA5GAN73B","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCCZPS4GEHXLPAPWXXBD2KHJKQWMRAX6LFX6WJHYQRX2PY5AAVM2GV5S","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCGZJLR2LVJMZIL5DPN5WWP2MHBCEZRZPD46YDJRMVHQWY5CM3UYHVWH","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCNJTXPN5O6O4AVB65W434W57F7745R2R3CSEZS5PA3SCISOPU27CSW4","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCNTOJRFHO2FHTT3I37UM672QLINKPL7XX6XML3BZAW7C3FJ2MPJLRXW","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CCXNOTN5JBBAIOACZDT77T4RDDD2R4NHZ22LLGMCNNEOHOJCVRGPE2CA","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
"CD3LMQ76THGBYT3N6XL6NIVL5MGR4Y6KSJYGF5QLL5EOHRSC6VI2CYHW","16dda8e3ee07c37c0579af921db80ba31b63f09d322748249f9551073dbfc7bc","FALSE","TRUE","","","__constructor,get_premium_price_coefficient,get_fee_nominator,estimate_buy,buy,estimate_sell,sell,fee_collected,admin_withdraw_fee,promote_to_amm,is_promoted,liquidity_pool,kill_swap,unkill_swap,kill_promote,unkill_promote,get_supply_token,get_supply,get_reserve_token,get_reserve,collected,collected_threshold,premium_reserve_collected,get_is_killed_swap,get_is_killed_promote,get_swap_pool,get_created_at,version,commit_upgrade,apply_upgrade,revert_upgrade",""
